id,name,slug,description,short_description,category_id,base_price,is_featured
656,Camisa Casual G94,camisa-casual-g94,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,8,368.69,False
657,Gorra Deportiva V86,gorra-deportiva-v86,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,5,385.82,True
658,Bolso de Mano X34,bolso-de-mano-x34,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,14,292.95,False
659,Bolso de Mano Z64,bolso-de-mano-z64,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,11,598.84,True
660,Camisa Casual R13,camisa-casual-r13,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,1,143.08,False
661,Vestido Corto W47,vestido-corto-w47,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,11,71.54,True
662,Botines S84,botines-s84,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,13,444.51,True
663,Pantalón Jeans T58,pantalon-jeans-t58,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,5,768.4,True
664,Traje de Oficina V49,traje-de-oficina-v49,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,14,511.41,False
665,Cartera Elegante V37,cartera-elegante-v37,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,4,78.33,False
666,Zapatillas W79,zapatillas-w79,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,12,360.42,True
667,Botines P29,botines-p29,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,10,320.37,False
668,Bolso de Mano O21,bolso-de-mano-o21,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,13,396.86,False
669,Sudadera con Capucha S68,sudadera-con-capucha-s68,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,1,219.39,False
670,Falda Midi Z37,falda-midi-z37,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,3,244.91,False
671,Vestido Largo K94,vestido-largo-k94,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,13,670.23,False
672,Vestido Largo O75,vestido-largo-o75,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,2,737.6,True
673,Gorra Deportiva Z10,gorra-deportiva-z10,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,10,466.77,True
674,Botines F33,botines-f33,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,7,751.7,True
675,Gorra Deportiva B47,gorra-deportiva-b47,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,14,690.91,True
676,Cartera Elegante E12,cartera-elegante-e12,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,5,207.4,True
677,Cartera Elegante Q50,cartera-elegante-q50,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,5,449.24,True
678,Camisa Casual U39,camisa-casual-u39,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,15,466.77,True
679,Traje de Oficina T63,traje-de-oficina-t63,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,13,268.49,True
680,Chaqueta de Cuero E68,chaqueta-de-cuero-e68,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,8,119.26,True
681,Camisa Formal U29,camisa-formal-u29,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,7,155.53,False
682,Bolso de Mano X43,bolso-de-mano-x43,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,11,481.83,True
683,Chaqueta de Cuero F67,chaqueta-de-cuero-f67,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,13,411.24,False
684,Chaqueta de Cuero I18,chaqueta-de-cuero-i18,Chaqueta de Cuero ideal para cualquier ocasión. Fabricado con materiales premium.,Chaqueta de Cuero de alta calidad y diseño moderno.,6,83.7,False
685,Botines W73,botines-w73,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,9,302.91,False
686,Zapatillas L35,zapatillas-l35,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,2,61.52,True
687,Vestido Corto A23,vestido-corto-a23,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,7,714.65,False
688,Vestido Corto O22,vestido-corto-o22,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,6,422.98,False
689,Traje de Oficina Z88,traje-de-oficina-z88,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,1,585.75,False
690,Vestido Corto R32,vestido-corto-r32,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,7,685.24,True
691,Cartera Elegante R38,cartera-elegante-r38,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,1,609.21,False
692,Vestido Largo Z17,vestido-largo-z17,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,11,658.08,False
693,Traje de Oficina B94,traje-de-oficina-b94,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,3,577.12,True
694,Traje de Oficina C4,traje-de-oficina-c4,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,14,435.07,True
695,Zapatillas R81,zapatillas-r81,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,13,97.18,False
696,Vestido Largo E92,vestido-largo-e92,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,2,249.58,False
697,Zapatillas N84,zapatillas-n84,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,2,161.94,False
698,Cartera Elegante F61,cartera-elegante-f61,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,15,211.44,False
699,Zapatillas N24,zapatillas-n24,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,11,268.66,True
700,Vestido Corto B33,vestido-corto-b33,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,7,664.62,False
701,Camisa Casual S9,camisa-casual-s9,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,11,557.65,True
702,Zapatillas I74,zapatillas-i74,Zapatillas ideal para cualquier ocasión. Fabricado con materiales premium.,Zapatillas de alta calidad y diseño moderno.,2,669.83,True
703,Gorra Deportiva A32,gorra-deportiva-a32,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,15,731.87,True
704,Botines L50,botines-l50,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,13,779.05,True
705,Bolso de Mano N88,bolso-de-mano-n88,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,7,450.65,True
706,Bolso de Mano Q87,bolso-de-mano-q87,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,10,318.9,True
707,Camisa Casual G78,camisa-casual-g78,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,12,87.99,True
708,Pantalón Chino L52,pantalon-chino-l52,Pantalón Chino ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Chino de alta calidad y diseño moderno.,13,650.33,False
709,Sudadera con Capucha Y45,sudadera-con-capucha-y45,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,13,314.69,False
710,Pantalón Jeans Z47,pantalon-jeans-z47,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,3,61.83,True
711,Falda Midi T28,falda-midi-t28,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,10,116.66,False
712,Botines X15,botines-x15,Botines ideal para cualquier ocasión. Fabricado con materiales premium.,Botines de alta calidad y diseño moderno.,7,378.37,False
713,Sudadera con Capucha A41,sudadera-con-capucha-a41,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,1,125.51,False
714,Sudadera con Capucha S73,sudadera-con-capucha-s73,Sudadera con Capucha ideal para cualquier ocasión. Fabricado con materiales premium.,Sudadera con Capucha de alta calidad y diseño moderno.,12,162.62,True
715,Pantalón Chino A28,pantalon-chino-a28,Pantalón Chino ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Chino de alta calidad y diseño moderno.,7,343.38,True
716,Bolso de Mano D10,bolso-de-mano-d10,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,13,786.8,False
717,Vestido Largo D44,vestido-largo-d44,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,3,59.7,True
718,Bolso de Mano G24,bolso-de-mano-g24,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,4,747.96,True
719,Camisa Formal Q80,camisa-formal-q80,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,9,644.9,False
720,Camisa Casual S36,camisa-casual-s36,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,15,405.56,False
721,Traje de Oficina J89,traje-de-oficina-j89,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,13,171.37,True
722,Vestido Largo M50,vestido-largo-m50,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,8,732.91,True
723,Camisa Formal G69,camisa-formal-g69,Camisa Formal ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Formal de alta calidad y diseño moderno.,7,74.0,True
724,Cartera Elegante A77,cartera-elegante-a77,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,2,373.56,False
725,Gorra Deportiva O24,gorra-deportiva-o24,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,8,672.57,False
726,Bolso de Mano Z61,bolso-de-mano-z61,Bolso de Mano ideal para cualquier ocasión. Fabricado con materiales premium.,Bolso de Mano de alta calidad y diseño moderno.,13,227.22,False
727,Vestido Corto C36,vestido-corto-c36,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,5,448.39,True
728,Pantalón Chino U24,pantalon-chino-u24,Pantalón Chino ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Chino de alta calidad y diseño moderno.,9,282.82,False
729,Camisa Casual N94,camisa-casual-n94,Camisa Casual ideal para cualquier ocasión. Fabricado con materiales premium.,Camisa Casual de alta calidad y diseño moderno.,12,368.99,False
730,Traje de Oficina P25,traje-de-oficina-p25,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,3,598.88,False
731,Gorra Deportiva S33,gorra-deportiva-s33,Gorra Deportiva ideal para cualquier ocasión. Fabricado con materiales premium.,Gorra Deportiva de alta calidad y diseño moderno.,2,386.5,False
732,Vestido Corto H10,vestido-corto-h10,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,14,745.08,True
733,Cartera Elegante M20,cartera-elegante-m20,Cartera Elegante ideal para cualquier ocasión. Fabricado con materiales premium.,Cartera Elegante de alta calidad y diseño moderno.,10,761.41,True
734,Vestido Largo A93,vestido-largo-a93,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,9,95.73,True
735,Falda Midi C76,falda-midi-c76,Falda Midi ideal para cualquier ocasión. Fabricado con materiales premium.,Falda Midi de alta calidad y diseño moderno.,3,604.53,True
736,Pantalón Jeans L39,pantalon-jeans-l39,Pantalón Jeans ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Jeans de alta calidad y diseño moderno.,6,772.99,False
737,Pantalón Chino S31,pantalon-chino-s31,Pantalón Chino ideal para cualquier ocasión. Fabricado con materiales premium.,Pantalón Chino de alta calidad y diseño moderno.,7,379.0,False
738,Vestido Largo C90,vestido-largo-c90,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,13,266.56,True
739,Vestido Corto L6,vestido-corto-l6,Vestido Corto ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Corto de alta calidad y diseño moderno.,15,329.03,True
740,Vestido Largo X80,vestido-largo-x80,Vestido Largo ideal para cualquier ocasión. Fabricado con materiales premium.,Vestido Largo de alta calidad y diseño moderno.,4,665.2,False
741,Traje de Oficina Z12,traje-de-oficina-z12,Traje de Oficina ideal para cualquier ocasión. Fabricado con materiales premium.,Traje de Oficina de alta calidad y diseño moderno.,2,597.27,True
